360,409.54266,25.23333333,1,1710,2,2,19,1,26,4,5,4,4,4
240,118.84268,24,1,1711,3,2,19,1,25,3,5,4,4,4
360,453.23734,24.63333333,1,1712,5,2,19,0,30,4,5,5,5,5
360,708.5361,25.35,2,1720,2,2,19,0,28,4,4,5,4,5
360,391.99396,30.3,1,1724,3,2,19,1,27,1,5,5,5,5
360,586.7864,25.16666667,1,1733,5,2,19,1,25,3,5,4,4,3
360,308.59616,29.68333333,1,1742,5,2,19,1,27,4,5,5,4,5
360,204.47093,30.81666667,2,1743,5,2,19,0,30,4,5,2,3,2
360,300.21072,24.1,1,1745,4,2,19,1,25,3,5,4,4,4
360,186.38094,30.1,1,1757,5,2,19,1,26,4,5,4,4,4
360,649.10004,25.18333333,1,1771,5,2,19,1,27,3,5,4,5,4
360,412.87057,29.86666667,1,1775,4,2,19,1,27,3,5,5,5,5
360,551.8479,24.8,1,1780,5,2,19,1,33,4,5,5,4,5
360,195.7394,24.08333333,1,1781,5,2,19,1,26,5,5,5,5,5
360,205.63939,29.65,1,1785,5,2,19,1,26,3,5,5,5,5
360,732.7207,25.16666667,1,1788,2,2,19,0,28,4,5,5,4,5
360,530.81604,24.76666667,1,1812,5,2,19,1,26,4,4,4,4,4
360,392.52853,30.11666667,1,1822,5,2,19,1,28,4,5,3,4,3
360,195.72504,24.1,1,1827,5,2,19,1,25,3,5,4,4,4
360,401.38013,29.75,1,1833,5,2,19,1,27,4,5,4,4,4
360,186.54726,30.06666667,1,1839,3,2,19,1,25,5,5,5,5,5
360,624.4111,25.08333333,1,1845,5,2,19,0,28,3,5,5,5,5
360,487.04578,24.76666667,1,1848,5,2,19,1,27,4,4,4,4,4
360,293.9813,15.4,1,1849,5,2,19,0,28,4,4,4,4,4
360,735.5067,23.83333333,1,1851,5,2,19,1,26,4,4,4,4,4
360,730.10394,25.21666667,1,1858,4,2,19,1,26,4,4,4,4,3
360,399.5695,30.05,1,1865,5,2,19,1,27,4,4,4,4,4
240,70.61494,24.71666667,1,1870,5,2,19,1,25,4,5,4,5,4
240,115.27084,23.96666667,1,1870,5,2,19,1,30,4,5,4,4,4
360,409.43744,25.11666667,1,1877,5,2,19,0,28,5,5,5,5,5
360,93.65086,11.93333333,1,1885,5,2,19,0,30,3,5,1,2,1
360,196.24973,24.08333333,1,1893,5,2,19,0,25,4,4,5,4,4
360,400.59335,30.11666667,1,1898,5,2,19,1,33,5,5,5,5,5
360,299.54056,24.1,1,1903,5,2,19,1,28,4,4,4,4,4
360,408.87302,25.31666667,2,1908,2,2,19,1,19,4,3,3,3,4
360,412.29724,29.7,1,1923,5,2,19,1,27,3,5,5,1,4
360,674.5502,24.71666667,1,1923,5,2,19,1,29,4,5,4,5,4
360,551.68756,25.3,2,1926,4,2,19,1,19,4,4,4,4,4
360,664.8074,25.16666667,1,1940,5,2,19,1,27,3,4,2,3,2
360,383.23605,30.11666667,1,1958,5,2,19,1,44,2,5,5,5,5
360,395.4196,25.13333333,1,1960,5,2,19,1,28,5,5,5,5,5
360,735.05865,23.9,1,1962,5,2,19,1,29,3,5,4,4,4
360,305.9511,29.7,1,1965,5,2,19,1,26,4,4,4,4,4
360,477.83044,24.75,1,1967,5,2,19,1,29,3,5,4,4,4
360,412.95685,29.68333333,1,1983,5,2,19,1,33,2,4,4,3,3
360,408.86365,25.13333333,1,1983,5,2,19,1,23,3,5,4,5,4
360,409.503,29.65,1,1994,5,2,19,1,26,4,4,4,5,4
360,681.14984,25.11666667,1,1996,5,2,19,0,28,5,2,4,4,4
360,411.8482,29.96666667,2,2007,2,2,19,1,25,4,5,4,4,4
360,568.9531,24.76666667,1,2008,5,2,19,1,38,5,5,5,5,5
240,70.90032,24.78333333,1,2011,5,2,19,1,27,3,3,3,3,3
360,391.82187,30.1,1,2012,5,2,19,0,38,5,5,4,5,4
360,612.11127,29.61666667,1,2014,5,2,19,1,26,4,5,3,3,4
360,566.1784,24.66666667,1,2046,5,2,19,1,28,4,4,4,4,4
360,488.553,24.78333333,1,2048,5,2,19,1,18,4,5,4,4,4
360,568.4265,29.78333333,1,2051,5,2,19,1,33,5,5,5,4,5
360,793.55505,25.08333333,1,2052,5,2,19,1,28,3,4,2,3,2
360,391.9321,30.06666667,1,2068,5,2,19,1,38,4,5,5,5,5
360,400.06735,30.15,1,2083,5,2,19,0,38,4,5,4,4,4
360,566.8959,24.75,1,2091,5,2,19,1,40,3,5,4,5,4
360,576.4589,30.1,1,2095,5,2,19,1,44,2,5,5,5,5
360,491.378,29.68333333,1,2099,5,2,19,1,40,4,5,5,5,5
360,186.61743,30.06666667,1,2117,5,2,19,1,27,4,5,4,5,4
360,412.7672,29.68333333,1,2122,4,2,19,1,25,4,5,4,4,5
360,578.27216,30.1,1,2126,5,2,19,1,28,4,4,5,4,4
360,730.6079,24.8,1,2134,5,2,19,1,39,3,2,4,2,2
360,731.0063,24.7,1,2137,5,2,19,1,25,4,5,4,4,5
240,70.62236,24.71666667,1,2146,4,2,19,1,25,3,5,4,4,4
360,528.6959,24.05,1,2152,4,2,19,1,23,4,5,4,4,4
360,1540.1174,30.35,1,2155,5,2,19,1,25,2,3,4,3,3
360,608.4345,25.08333333,1,2161,5,2,19,1,27,4,4,3,5,4
360,327.26395,29.78333333,1,2169,5,2,19,1,26,4,5,5,5,5
360,585.89044,25.11666667,1,2180,5,2,19,1,25,3,5,3,4,4
360,195.40213,24.11666667,1,2190,5,2,19,1,18,4,5,4,4,4
360,872.6489,30.6,2,2201,5,2,19,1,22,4,4,2,3,3
240,118.93226,23.93333333,1,2203,5,2,19,1,29,4,3,3,3,3
360,578.2975,30.1,1,2210,5,2,19,1,30,4,5,4,4,4
360,653.60443,29.73333333,1,2216,5,2,19,1,25,3,5,4,4,4
360,664.76654,24.95,1,2226,4,2,19,1,33,2,5,3,4,3
360,726.0466,25.11666667,1,2249,5,2,19,1,27,2,4,4,3,4
360,577.9735,30.1,2,2252,5,2,19,1,27,4,4,4,5,4
360,409.38754,29.71666667,1,2254,5,2,19,1,33,4,5,5,5,5
360,391.991,30,2,2256,2,2,19,1,22,3,5,4,4,4
360,810.51013,25.08333333,1,2277,4,2,19,1,28,4,5,4,3,4
360,391.50916,30.1,1,2286,5,2,19,1,27,5,5,5,5,5
360,627.8068,25.08333333,1,2297,5,2,19,1,38,3,4,4,4,4
360,566.32764,24.73333333,1,2300,5,2,19,1,40,3,5,4,4,4
360,235.3859,29.83333333,2,2302,5,2,19,1,25,4,5,3,4,3
360,235.14384,24.75,1,2331,5,2,19,0,38,3,4,2,4,2
360,245.02713,29.66666667,1,2336,5,2,19,1,27,4,4,4,5,4
360,391.78363,29.53333333,1,2343,5,2,19,1,22,5,5,5,5,5
360,94.920555,11.93333333,2,2345,5,2,19,1,40,4,5,2,3,3
360,93.264595,11.93333333,1,2354,5,2,19,0,38,3,3,4,2,1
360,571.55615,29.78333333,1,2356,5,2,19,0,19,4,5,4,5,4
360,55.33115,12.08333333,1,2375,5,2,19,0,29,4,5,3,3,3
360,306.7301,29.73333333,1,2383,2,2,19,1,25,4,5,5,5,5
360,82.957924,11.91666667,1,2389,5,2,19,0,38,3,5,2,3,1
360,470.69324,25.01666667,1,2400,4,2,19,1,31,3,5,3,4,4
360,326.57095,29.66666667,1,2403,2,2,19,1,28,4,5,4,4,4
360,279.81964,29.58333333,1,2423,2,2,19,1,31,4,5,5,4,4
360,486.93503,25.1,1,2436,4,2,19,1,53,2,5,3,3,2
360,533.8569,24.71666667,1,2454,4,2,19,0,14,3,5,3,4,4
360,1107.1755,30.06666667,2,2473,5,2,19,1,26,5,5,4,5,5
360,491.21988,29.66666667,1,2474,5,2,19,1,28,3,4,3,4,4
360,372.80423,25.25,2,2492,2,2,19,1,25,4,5,4,4,4
360,391.92084,30.08333333,1,2513,5,2,19,1,25,4,5,4,4,4
360,660.2104,25.13333333,1,2515,4,2,19,1,31,4,5,3,4,4
360,281.4042,31,2,2518,5,2,19,1,25,3,5,1,3,2
360,560.10156,30.08333333,1,2535,5,2,19,1,19,5,5,4,4,5
360,300.23163,30.03333333,1,2555,5,2,19,1,26,4,5,4,4,4
360,423.72662,30.2,1,2560,5,2,19,1,22,5,5,4,5,4
360,360.56116,24.08333333,1,2563,4,2,19,1,31,4,5,4,4,5
360,477.33875,25.11666667,1,2589,2,2,19,1,52,2,5,3,4,4
240,115.81207,23.95,1,2594,4,2,19,1,31,4,5,3,4,4
360,572.9158,29.73333333,1,2601,5,2,19,1,20,4,5,4,4,4
360,1552.4111,30.01666667,1,2610,5,2,19,1,26,4,3,4,3,4
360,359.90536,23.9,1,2639,4,2,19,1,19,3,5,5,4,5
240,55.0919,24.73333333,1,2642,4,2,19,1,31,4,5,4,4,4
360,392.29657,30.06666667,1,2646,2,2,19,1,26,5,5,4,4,4
360,399.2326,30.11666667,1,2658,5,2,19,1,29,4,4,4,4,4
360,817.80237,30.11666667,1,2686,5,2,19,1,25,3,5,4,4,4
360,391.7964,29.58333333,1,2688,2,2,19,0,14,3,5,3,4,3
360,556.0123,29.66666667,2,2701,5,2,19,1,26,3,5,2,1,2
360,546.46436,30.48333333,2,2703,5,2,19,0,38,4,5,5,5,5
360,607.1786,25.28333333,1,2718,5,2,19,1,19,3,4,4,3,3
360,73.76212,8.666666667,1,2728,5,2,19,0,30,4,3,1,2,2
360,820.43066,25.7,2,2729,5,2,19,1,27,3,5,4,3,3
360,607.00867,25.43333333,1,2747,5,2,19,0,30,5,5,4,4,4
360,424.70724,30.16666667,1,2788,5,2,19,1,27,3,5,4,4,4
360,659.38605,25.15,1,2794,4,2,19,1,23,4,5,4,4,4
360,834.09155,25.76666667,1,2797,5,2,19,1,21,3,5,3,3,3
360,658.7309,25.31666667,1,2806,5,2,19,1,25,2,5,4,4,5
360,393.39148,30.08333333,1,2814,5,2,19,1,28,4,5,5,5,5
360,396.39374,24.66666667,1,2837,4,2,19,1,31,4,5,3,3,4
360,736.2184,23.85,1,2845,4,2,19,1,31,4,5,4,4,4
360,326.31555,29.71666667,1,2860,5,2,19,1,27,2,5,4,5,4
360,560.05023,30.08333333,1,2878,5,2,19,1,26,4,5,4,4,4
360,303.38336,29.75,1,2884,4,2,19,1,31,4,5,4,4,4
360,300.1821,25.36666667,1,2893,5,2,19,1,21,5,5,5,5,5
360,1150.2666,30.76666667,2,2910,5,2,19,1,29,5,5,5,5,5
360,412.2551,29.58333333,1,2926,4,2,19,1,28,3,4,5,4,4
360,538.7075,30.61666667,1,2943,5,2,19,0,38,4,3,3,4,4
360,582.5205,25.68333333,1,2951,5,2,19,1,23,4,5,5,5,5
360,442.6788,25.08333333,1,2990,4,2,19,1,25,3,5,4,4,4
360,608.9173,25.4,1,2993,5,2,19,0,38,2,4,5,4,4
360,371.5541,29.63333333,2,2999,2,2,19,0,32,5,5,4,4,5
360,327.87695,29.71666667,1,3009,5,2,19,0,28,3,4,2,2,2
360,1107.9917,31.1,1,3033,5,2,19,1,21,3,4,3,3,3
360,816.5829,30.13333333,1,3038,5,2,19,1,20,4,5,5,5,4
360,171.75517,24.75,1,3082,5,2,19,0,30,4,5,2,3,3
360,398.67303,30.06666667,1,3099,4,2,19,1,31,4,5,4,4,4
360,1225.9191,31.05,1,3099,5,2,19,1,29,3,5,4,4,4
360,606.6952,25.25,2,3106,2,2,19,1,25,4,5,3,4,4
360,775.7943,25.56666667,1,3115,5,2,19,1,21,4,5,4,5,4
360,771.598,25.66666667,1,3116,5,2,19,1,22,2,4,4,4,4
360,614.3699,29.63333333,1,3118,5,2,19,1,40,3,5,4,4,4
360,217.41574,29.76666667,1,3143,4,2,19,1,31,4,5,4,4,4
360,607.1274,25.46666667,1,3144,5,2,19,1,40,3,4,4,4,4
360,777.36707,25.6,1,3154,5,2,19,1,20,4,5,4,4,4
360,872.1793,31.03333333,2,3155,2,2,19,0,28,2,5,5,4,4
360,654.26215,29.63333333,1,3166,5,2,19,1,27,4,4,3,4,3
360,560.9032,30.11666667,1,3197,5,2,19,1,25,4,5,4,4,4
360,473.19186,25.28333333,2,3205,2,2,19,1,21,2,5,5,4,5
360,657.458,25.25,1,3235,5,2,19,1,25,4,4,4,4,3
360,332.66086,31.11666667,1,3241,5,2,19,1,25,3,4,3,4,3
360,1052.7299,30.15,1,3275,5,2,19,1,30,3,5,4,4,4
360,605.60583,24.96666667,1,3281,4,2,19,1,23,4,5,3,4,4
360,1106.524,29.91666667,1,3307,5,2,19,0,25,3,5,5,4,4
360,424.19373,30.35,2,3350,5,2,19,1,18,4,4,4,4,4
360,299.75308,25.36666667,1,3350,5,2,19,1,22,3,4,4,4,4
360,478.0029,25,1,3351,2,2,19,1,25,3,2,2,3,2
360,605.29596,25.6,1,3362,5,2,19,1,28,3,5,3,4,3
360,719.2141,29.65,1,3400,5,2,19,1,27,3,4,3,4,3
360,833.5738,25.61666667,1,3403,5,2,19,1,28,3,5,3,4,3
360,736.4037,23.93333333,1,3419,5,2,19,1,29,4,4,4,4,4
360,1053.7761,30.15,1,3460,2,2,19,1,19,3,5,4,4,4
360,392.6122,29.63333333,2,3464,2,2,19,1,19,4,5,4,3,5
360,195.5248,25.35,2,3480,4,2,19,1,26,4,5,2,4,2
360,965.13104,25.75,1,3480,5,2,19,1,20,4,5,4,5,4
360,833.3619,25.7,1,3482,5,2,19,0,28,3,5,5,5,5
360,996.64215,30.83333333,1,3495,5,2,19,1,18,3,5,4,4,4
360,660.56824,25.25,1,3514,5,2,19,1,33,5,5,4,5,4
360,553.78345,29.78333333,1,3534,5,2,19,1,27,2,4,3,4,3
360,607.2663,25.45,1,3646,4,2,19,0,14,3,5,3,3,3
360,423.66922,30.13333333,1,3669,2,2,19,0,32,3,3,2,2,3
360,1113.7385,29.85,1,3681,5,2,19,1,27,3,5,5,5,4
360,483.2421,30.56666667,1,3693,5,2,19,0,28,3,5,3,3,3
360,607.0925,25.53333333,1,3696,5,2,19,1,28,4,4,5,4,4
360,1204.3717,31.01666667,1,3724,4,2,19,0,30,2,5,4,4,4
360,948.1966,25.7,1,3769,5,2,19,1,18,4,5,4,4,4
360,900.7624,25.76666667,1,3779,5,2,19,1,26,3,4,3,4,3
360,1339.14,25.85,1,3801,5,2,19,1,19,4,4,4,4,4
240,176.35396,25.06666667,1,3810,2,2,19,1,26,5,5,5,5,5
360,414.7163,29.96666667,1,3886,2,2,19,1,19,5,5,3,5,4
360,399.9261,29.58333333,1,3904,4,2,19,1,28,4,5,4,4,4
360,397.60385,29.68333333,1,3907,5,2,19,0,28,4,4,4,2,4
240,55.18401,24.96666667,1,3935,4,2,19,1,23,4,5,4,4,4
360,86.30074,11.91666667,1,3965,4,2,19,1,24,4,5,4,5,4
360,684.5784,25.23333333,1,3996,4,2,19,1,31,4,5,3,4,4
360,236.33104,29.63333333,1,4019,4,2,19,1,31,4,5,4,4,4
360,217.72295,29.75,1,4050,4,2,19,1,23,4,5,4,4,4
360,648.00256,25.5,1,4076,5,2,19,1,25,2,5,4,3,4
360,245.71848,29.95,1,4081,4,2,19,1,23,4,5,4,4,4
360,294.62167,30.31666667,2,4115,2,2,19,1,26,5,5,4,4,5
240,49.079533,11.91666667,1,4142,4,2,19,1,24,5,5,5,5,5
360,818.8372,30.08333333,1,4166,4,2,19,1,28,3,5,5,4,4
360,920.502,30.6,1,4175,4,2,19,1,31,4,5,4,4,4
360,137.29729,13.03333333,1,4212,5,2,19,0,30,3,5,1,2,2
360,1115.435,29.93333333,1,4225,5,2,19,1,24,3,4,4,3,3
360,1339.1001,25.96666667,1,4266,5,2,19,1,30,3,5,4,4,4
360,682.9601,25.18333333,1,4301,5,2,19,1,26,4,4,3,4,3
360,59.526855,11.11666667,1,4347,4,2,19,1,24,4,5,3,5,4
360,530.2604,25,1,4357,4,2,19,1,26,4,5,4,4,4
360,565.6262,30.68333333,1,4540,5,2,19,1,33,2,5,5,5,4
360,953.74475,31.01666667,1,4554,5,2,19,1,27,3,4,4,4,4
360,253.50586,25.88333333,2,4567,2,2,19,1,31,4,5,4,4,4
360,834.6401,26.01666667,2,4599,4,2,19,1,30,3,4,3,4,3
360,482.98114,24.76666667,1,4619,5,2,19,1,25,4,5,5,4,5
360,224.46495,30.11666667,1,4680,2,2,19,1,40,3,5,4,3,4
360,365.7182,25.53333333,3,4738,4,2,19,1,31,4,5,4,4,4
360,692.46765,25.2,1,4820,4,2,19,1,19,4,5,3,4,3
360,1227.6448,31.05,2,4870,2,2,19,1,26,4,4,4,4,4
360,448.08575,25.13333333,4,4892,4,2,19,1,33,2,4,4,4,2
360,332.62872,30.83333333,1,4945,4,2,19,1,25,4,5,3,4,3
360,819.0256,25.38333333,1,5050,5,2,19,1,27,3,5,4,3,4
360,333.71844,31.1,1,5482,4,2,19,1,33,2,5,3,4,3
360,719.6817,24.86666667,2,5571,4,2,19,1,31,4,5,4,4,4
360,1104.1824,26.05,1,5744,5,2,19,0,19,3,5,4,4,4
360,408.46854,29.66666667,1,5939,4,2,19,0,32,4,4,2,3,3
360,556.2087,29.65,1,5947,4,2,19,1,26,4,5,3,4,4
360,552.30176,25.6,1,6051,5,2,19,1,25,2,5,4,4,3
360,368.38275,25.46666667,1,6473,5,2,19,1,28,2,4,4,4,3
360,1339.6515,26,1,6596,5,2,19,0,25,3,5,4,4,3
360,1339.7506,25.86666667,1,6645,4,2,19,1,23,4,5,4,4,4
360,218.10805,29.63333333,1,6648,5,2,19,1,29,3,3,3,3,4
360,543.03894,30.18333333,1,6671,5,2,19,1,21,2,5,4,4,3
360,782.70557,25.66666667,3,6750,2,2,16,1,22,3,4,4,4,3
360,460.27255,24.45,4,6915,4,2,19,1,28,4,4,4,4,3
360,606.42456,25.08333333,1,6990,5,2,19,1,40,1,5,4,4,4
360,660.47577,24.73333333,1,7062,5,2,19,1,24,2,3,3,3,3
360,827.9814,25.75,2,7323,5,2,19,1,21,3,5,4,4,3
360,391.6046,30.11666667,1,7572,3,2,19,1,20,3,5,5,4,4
360,203.87953,24.91666667,5,8142,4,2,19,1,24,3,5,5,5,5
360,670.69415,29.71666667,1,8667,4,2,19,1,26,3,4,3,3,2
360,1224.4948,25.86666667,1,8708,4,2,19,1,31,2,5,4,4,2
360,779.86163,25.33333333,2,8939,2,2,19,1,28,4,4,4,4,4
360,669.53394,29.85,1,9174,4,2,19,1,50,3,4,3,3,3
360,332.34802,30.96666667,1,9994,5,2,19,1,28,2,4,4,4,4
360,1107.8601,29.98333333,1,10089,4,2,19,1,25,2,5,4,4,2
360,659.4504,25.51666667,1,10797,5,2,19,1,24,3,5,4,4,4
360,545.65125,30.3,3,10987,4,2,19,1,28,3,4,4,4,4
360,6.1738987,0,1,11254,4,2,19,1,25,1,1,1,1,1
360,606.86316,25.25,1,11864,2,2,19,0,32,3,4,3,3,2
360,260.5927,25.31666667,2,12078,5,2,19,0,38,1,5,3,3,2
360,648.31464,24.8,3,12109,2,2,19,1,22,1,2,3,4,2
360,529.9928,25.18333333,3,12316,4,2,19,1,30,1,2,3,3,2
360,523.2904,23.6,4,14675,4,2,19,1,40,1,3,3,3,2
360,999.4353,30.4,3,16177,2,2,19,1,28,3,4,4,4,3
360,703.8242,25.66666667,2,16561,2,2,19,1,26,4,5,5,4,5
360,7.1280055,1.1,2,17542,4,2,19,1,28,1,1,1,1,1
360,0.003293916,0,2,22451,3,2,19,1,26,1,1,1,1,1
360,834.2777,25.3,3,26453,2,2,19,1,28,1,2,3,3,1
360,828.8455,0.216666667,2,26488,2,2,19,1,31,1,3,1,3,1
360,813.82306,0.233333333,4,27625,2,2,19,1,23,2,1,1,3,1
360,573.88715,25.15,3,30290,4,2,16,1,22,1,3,2,3,2
360,1150.7169,0.233333333,2,31038,3,2,19,1,44,2,1,1,3,1
360,703.53033,18.78333333,6,31190,1,2,19,1,26,1,2,2,2,1
360,19.503283,0.783333333,1,35650,4,2,19,1,28,1,2,4,4,1
360,271.88834,25.5,5,37613,4,2,19,1,18,1,2,3,4,1
360,454.40344,0.233333333,4,39084,3,2,19,1,44,1,1,1,4,1
360,119.98447,15.03333333,4,66911,3,2,19,1,25,2,3,4,4,2
360,26.494507,5.8,4,103948,4,2,19,0,32,2,3,3,3,2
360,7.6232443,1.166666667,1,111814,4,2,19,1,25,1,2,2,1,1
