user_id,QoS_bandwidth,QoS_delay,QoS_jitter,QoA_VLCresolution,QoA_BUFFERINGtime,V_content,V_complexity-class,QoD_model,QoU_sex,QoU_age,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS,QoA_VLCbitrate
103,3072,0.324,0.032,360,1926,1,0,2,1,19,4,4,4,4,4,552
64,1024,0.426,0.049,360,1927,2,2,5,1,26,3,5,4,4,4,814
142,2560,0.302,0.054,360,1927,2,2,5,1,36,5,5,3,3,4,183
138,2560,0.415,0.054,360,1928,2,2,3,1,26,5,5,4,4,4,224
101,2048,0.489,0.072,360,1929,1,0,3,0,32,3,4,4,3,3,383
110,3072,0.273,0.023,360,1931,1,0,5,1,20,3,3,2,3,2,2400
131,2048,0.304,0.043,360,1935,1,0,5,1,27,4,5,5,5,5,399
3,3584,0.49,0.054,360,1936,1,0,3,1,27,3,4,3,4,3,593
64,1024,0.286,0.048,360,1939,2,2,5,1,26,2,4,4,3,4,438
16,3584,0.439,0.036,360,1940,2,2,2,1,27,3,4,2,3,2,665
150,2560,0.395,0.07,360,1942,1,0,5,1,55,4,5,5,4,5,1817
29,3584,0.358,0.045,360,1944,1,0,3,1,25,5,5,4,4,4,382
117,3072,0.424,0.05,360,1946,2,2,5,0,29,3,5,3,3,3,486
101,3584,0.307,0.049,360,1947,1,0,3,0,32,3,3,3,4,3,736
99,3072,0.447,0.056,360,1948,2,2,3,1,44,3,3,3,2,3,424
128,3072,0.334,0.065,360,1950,2,2,5,1,27,4,4,5,4,4,729
54,3584,0.285,0.054,360,1955,2,2,4,1,27,3,5,5,5,5,661
142,4096,0.328,0.039,360,1957,1,0,5,1,36,4,5,4,4,4,2081
55,4608,0.444,0.049,360,1958,1,0,2,1,44,2,5,5,5,5,383
73,3584,0.379,0.073,360,1960,1,0,3,1,18,3,5,4,3,4,516
96,4096,0.455,0.033,360,1960,2,2,6,1,23,2,2,4,3,3,659
12,1536,0.48,0.065,360,1960,1,0,2,1,28,5,5,5,5,5,395
27,3072,0.358,0.045,360,1961,1,0,3,1,27,2,5,5,4,2,660
89,1024,0.295,0.047,360,1962,2,2,6,0,23,4,5,5,5,5,300
30,1536,0.393,0.054,360,1962,1,0,2,1,29,3,5,4,4,4,735
103,1536,0.395,0.07,360,1964,1,0,5,1,22,4,5,5,4,3,551
64,3072,0.33,0.052,360,1965,1,0,2,1,26,4,4,4,4,4,306
145,1024,0.394,0.045,360,1966,2,2,3,1,25,4,5,4,4,4,1441
30,3072,0.49,0.054,360,1967,1,0,2,1,29,3,5,4,4,4,478
143,3072,0.465,0.032,360,1970,1,0,7,1,47,5,5,5,5,5,1382
35,3072,0.456,0.042,360,1972,1,0,6,0,37,3,5,4,4,4,300
131,3584,0.495,0.043,360,1972,1,0,5,1,27,4,4,5,4,4,410
138,1536,0.502,0.063,360,1973,2,2,8,1,26,3,5,4,4,4,74
10,3072,0.346,0.096,360,1976,1,0,6,0,25,2,5,4,4,3,197
92,1536,0.341,0.044,360,1979,2,2,4,1,25,4,5,5,5,5,188
97,1024,0.497,0.045,360,1980,2,2,6,1,19,4,4,4,3,4,737
18,2560,0.489,0.082,360,1983,1,0,2,1,33,2,4,4,3,3,413
41,3584,0.411,0.032,360,1983,1,0,2,1,23,3,5,4,5,4,409
131,1536,0.407,0.063,360,1985,1,0,5,1,27,4,5,4,4,4,487
19,3584,0.435,0.071,360,1986,1,0,6,1,27,2,5,5,3,4,391
128,1024,0.292,0.047,360,1987,1,0,5,1,27,4,5,5,5,5,472
33,3584,0.514,0.068,360,1989,1,0,3,1,26,4,3,3,2,3,733
82,3584,0.502,0.058,360,1994,1,0,2,1,26,4,4,4,5,4,410
7,3072,0.379,0.058,360,1996,1,0,2,0,28,5,2,4,4,4,681
6,3072,0.379,0.058,240,2001,1,0,1,0,26,4,4,4,3,4,120
46,3584,0.322,0.055,360,2004,1,0,6,1,25,4,5,5,5,5,187
138,4096,0.346,0.096,360,2004,1,0,3,1,26,5,5,5,5,5,400
125,3584,0.319,0.05,360,2005,1,0,5,1,30,4,5,4,4,4,529
68,4096,0.39,0.059,360,2007,1,0,2,1,25,4,5,4,4,4,412
142,4096,0.465,0.032,360,2008,1,0,5,1,36,5,5,3,3,4,294
4,2048,0.39,0.059,360,2008,1,0,2,1,38,5,5,5,5,5,569
35,4096,0.376,0.046,360,2010,1,0,4,0,37,4,5,5,5,5,578
19,4096,0.465,0.071,240,2011,1,0,2,1,27,3,3,3,3,3,71
102,4096,0.477,0.05,360,2012,1,0,5,1,19,3,5,4,5,4,476
153,4096,0.344,0.049,360,2012,1,0,2,0,38,5,5,4,5,4,392
175,4096,0.496,0.116,360,2013,1,0,5,1,52,4,5,4,4,4,400
47,3584,0.33,0.027,360,2014,1,0,2,1,26,4,5,3,3,4,612
110,3072,0.487,0.042,360,2037,1,0,5,1,20,4,4,4,4,4,300
15,3584,0.392,0.045,360,2038,1,0,3,1,24,4,4,4,4,4,392
93,4096,0.455,0.033,360,2039,1,0,1,0,19,3,5,5,5,4,414
151,4608,0.495,0.043,360,2042,1,0,3,1,33,5,5,1,4,2,64
152,4096,0.465,0.071,360,2044,1,0,1,0,29,4,5,3,5,4,549
2,4096,0.455,0.033,360,2046,1,0,2,1,28,4,4,4,4,4,566
81,3584,0.333,0.034,360,2048,1,0,2,1,18,4,5,4,4,4,489
100,4096,0.292,0.047,360,2049,1,0,6,1,52,3,4,3,2,3,844
26,3584,0.312,0.049,360,2051,2,2,2,1,33,5,5,5,4,5,568
25,4096,0.444,0.049,360,2052,1,0,2,1,28,3,4,2,3,2,794
132,4096,0.477,0.05,240,2053,1,0,5,1,30,3,5,5,5,5,115
128,4608,0.435,0.049,360,2055,1,0,5,1,27,4,5,5,5,5,400
87,3584,0.377,0.056,360,2060,1,0,4,1,28,4,5,4,4,4,723
19,3584,0.322,0.055,360,2061,1,0,6,1,27,3,5,5,5,5,186
20,4096,0.334,0.065,360,2062,1,0,6,1,29,3,5,4,4,4,736
4,2048,0.339,0.035,360,2068,1,0,2,1,38,4,5,5,5,5,392
138,1536,0.301,0.037,360,2070,1,0,8,1,26,5,5,2,3,2,235
181,2048,0.438,0.04,360,2072,1,0,3,1,19,3,2,2,3,2,75
33,2048,0.408,0.033,360,2076,1,0,4,1,26,1,5,4,4,4,392
39,4096,0.496,0.116,360,2079,2,2,4,1,20,4,4,4,4,4,604
29,4096,0.307,0.049,240,2081,2,2,3,1,25,5,4,4,4,4,71
138,2048,0.48,0.074,240,2082,1,0,8,1,26,4,4,3,3,4,115
124,2048,0.469,0.066,360,2083,1,0,5,1,30,4,5,4,4,4,399
153,1536,0.37,0.035,360,2083,1,0,2,0,38,4,5,4,4,4,400
40,4608,0.328,0.039,360,2084,2,2,6,1,21,4,5,4,5,4,409
97,1536,0.303,0.065,360,2088,1,0,6,1,19,4,5,4,4,4,392
50,3584,0.33,0.052,360,2090,2,2,4,1,25,4,5,3,4,3,550
33,2048,0.505,0.051,360,2091,1,0,4,1,26,3,5,5,5,5,480
158,2048,0.303,0.065,360,2091,1,0,2,1,40,3,5,4,5,4,567
118,2048,0.416,0.07,360,2094,1,0,5,1,35,4,5,4,4,4,548
55,2048,0.305,0.061,360,2095,1,0,2,1,44,2,5,5,5,5,576
138,4096,0.407,0.063,360,2097,2,2,3,1,26,5,5,5,3,5,1438
158,1536,0.534,0.053,360,2099,1,0,2,1,40,4,5,5,5,5,491
151,4608,0.495,0.043,360,2099,2,2,3,1,33,4,5,1,3,1,98
151,4608,0.344,0.049,360,2100,2,2,3,1,33,4,5,3,3,4,391
131,4608,0.39,0.059,360,2101,2,2,5,1,27,5,5,4,5,5,591
120,1024,0.328,0.052,360,2104,1,0,5,1,29,4,5,4,4,4,661
128,4096,0.465,0.032,360,2109,2,2,5,1,27,5,5,5,5,5,724
5,4096,0.435,0.049,360,2109,2,2,3,1,24,4,5,5,5,5,389
119,1024,0.308,0.055,360,2110,1,0,5,1,30,4,5,4,4,4,710
119,2048,0.449,0.047,360,2111,1,0,5,1,30,4,5,4,4,4,478
50,1024,0.3,0.039,360,2111,1,0,4,1,25,4,5,4,5,4,732
139,1536,0.436,0.046,360,2114,1,0,5,1,39,3,4,4,4,4,294
131,2048,0.497,0.045,360,2115,1,0,5,1,27,4,5,5,5,5,815
19,2048,0.415,0.054,360,2117,1,0,2,1,27,4,5,4,5,4,187
124,2048,0.477,0.057,360,2118,1,0,5,1,30,4,5,4,4,4,677
132,1024,0.323,0.037,360,2119,1,0,5,1,30,3,5,4,4,4,360
130,2048,0.292,0.037,360,2122,1,0,5,1,29,4,5,4,4,4,473
111,2048,0.481,0.041,360,2122,1,0,2,1,25,4,5,4,4,5,413
19,1024,0.482,0.082,360,2123,1,0,6,1,27,3,5,4,3,4,416
160,1024,0.305,0.047,360,2124,1,0,1,1,55,3,2,3,2,3,294
2,1536,0.371,0.08,360,2126,1,0,2,1,28,4,4,5,4,4,578
124,1536,0.494,0.067,360,2128,1,0,5,1,30,4,5,4,4,4,487
134,2048,0.487,0.062,360,2130,1,0,5,1,26,5,5,5,5,5,172
17,2048,0.326,0.061,360,2134,1,0,2,1,39,3,2,4,2,2,731
180,2048,0.328,0.039,360,2137,1,0,2,1,25,4,5,4,4,5,731
136,2048,0.379,0.073,360,2137,1,0,4,1,31,4,5,2,3,2,83
135,2048,0.307,0.049,360,2140,1,0,5,1,25,5,5,4,5,4,568
24,2048,0.421,0.058,360,2143,1,0,6,1,23,3,5,4,4,4,491
113,2048,0.399,0.07,360,2143,1,0,5,1,26,4,5,5,5,5,336
31,2048,0.427,0.046,240,2146,1,0,2,1,25,3,5,4,4,4,71
118,2048,0.328,0.036,360,2147,1,0,5,1,35,4,4,4,4,4,410
178,1536,0.436,0.046,360,2152,1,0,2,1,23,4,5,4,4,4,529
145,2048,0.33,0.052,360,2153,1,0,9,1,25,5,5,4,4,4,98
51,1536,0.458,0.078,360,2155,1,0,5,0,26,4,5,4,4,4,413
180,2048,0.316,0.052,360,2155,2,2,2,1,25,2,3,4,3,3,1540
130,1536,0.414,0.068,360,2156,1,0,5,1,29,5,5,5,5,5,364
119,2048,0.304,0.039,360,2160,1,0,5,1,30,4,5,4,4,4,336
130,2048,0.489,0.082,360,2161,1,0,5,1,29,4,5,4,4,4,525
9,1536,0.377,0.063,360,2161,1,0,2,1,27,4,4,3,5,4,608
139,1536,0.393,0.054,360,2162,2,2,5,1,39,4,4,2,2,2,68
96,2048,0.48,0.048,360,2163,2,2,6,1,23,2,2,2,4,4,393
130,1536,0.347,0.036,360,2165,2,2,5,1,29,4,5,4,4,4,912
105,2048,0.505,0.051,240,2166,2,2,5,1,43,2,5,2,3,2,116
64,1024,0.341,0.044,360,2169,1,0,2,1,26,4,5,5,5,5,327
161,1024,0.433,0.038,360,2176,2,2,1,0,45,3,4,2,4,2,81
162,2048,0.334,0.028,360,2176,2,2,1,0,50,3,5,3,5,3,71
31,1536,0.48,0.065,360,2180,1,0,2,1,25,3,5,3,4,4,586
129,1024,0.429,0.037,360,2188,2,2,5,1,30,5,5,5,5,5,217
35,2048,0.33,0.027,240,2189,2,2,4,0,37,4,5,3,4,3,120
81,1536,0.488,0.077,360,2190,2,2,2,1,18,4,5,4,4,4,195
150,2048,0.412,0.048,360,2191,2,2,5,1,55,5,4,3,3,3,391
110,2048,0.438,0.044,360,2196,2,2,5,1,20,3,4,3,4,4,544
44,2560,0.486,0.078,360,2201,1,0,2,1,22,4,4,2,3,3,873
148,2048,0.408,0.033,360,2201,2,2,3,1,38,4,5,5,4,3,71
104,2048,0.477,0.05,360,2203,2,2,5,0,21,2,5,4,3,4,399
137,2048,0.313,0.072,360,2203,2,2,5,1,26,4,4,2,4,2,94
13,1024,0.3,0.039,240,2203,2,2,2,1,29,4,3,3,3,3,119
42,1024,0.531,0.076,360,2203,2,2,6,1,26,4,5,5,4,4,390
163,1536,0.436,0.046,360,2204,2,2,1,1,22,4,5,3,4,3,172
152,2048,0.341,0.033,360,2204,2,2,1,0,29,4,5,3,4,4,235
155,3072,0.496,0.116,360,2205,1,0,8,0,33,4,5,2,3,3,55
163,2048,0.377,0.056,360,2206,2,2,1,1,22,2,2,1,2,1,81
125,1024,0.305,0.047,360,2208,2,2,5,1,30,4,5,4,4,4,813
83,1536,0.418,0.039,360,2210,2,2,2,1,30,4,5,4,4,4,578
117,2048,0.3,0.033,360,2216,1,0,5,0,29,4,5,4,4,4,360
164,2048,0.39,0.051,360,2216,2,2,8,1,30,3,5,4,4,4,436
31,2048,0.332,0.032,360,2216,2,2,2,1,25,3,5,4,4,4,654
24,1024,0.308,0.055,360,2217,2,2,6,1,23,2,5,4,4,3,409
123,2560,0.48,0.073,360,2220,1,0,5,1,24,4,5,4,4,4,728
49,3584,0.334,0.065,360,2220,1,0,6,1,24,3,5,4,4,4,439
157,3072,0.284,0.032,360,2222,1,0,8,0,30,4,5,2,3,3,116
136,2560,0.386,0.052,360,2222,1,0,4,1,31,3,5,2,3,2,111
89,2048,0.403,0.06,360,2223,1,0,6,0,23,4,4,4,4,4,392
126,1024,0.377,0.063,360,2225,1,0,5,1,19,5,5,5,4,5,603
26,2048,0.439,0.072,360,2226,1,0,2,1,33,2,5,3,4,3,665
124,3072,0.274,0.039,360,2231,1,0,5,1,30,4,5,4,4,4,736
123,3072,0.454,0.051,360,2234,1,0,5,1,24,4,5,4,4,4,410
22,2048,0.302,0.046,360,2237,1,0,6,0,26,4,5,5,4,5,716
157,3072,0.435,0.049,360,2237,1,0,8,0,30,3,5,2,3,3,106
125,3584,0.348,0.043,360,2242,1,0,5,1,30,4,5,3,4,4,527
136,2048,0.349,0.068,360,2242,1,0,4,1,31,4,5,4,4,4,473
132,3072,0.499,0.018,360,2243,1,0,5,1,30,4,5,1,4,3,49
151,1024,0.403,0.06,360,2244,2,2,1,1,33,5,5,2,4,2,94
118,3072,0.318,0.027,360,2247,1,0,5,1,35,4,5,4,4,4,606
124,3072,0.318,0.027,360,2247,1,0,5,1,30,4,5,4,4,4,245
118,3584,0.333,0.034,360,2249,2,2,5,1,35,4,4,4,4,4,383
64,1024,0.407,0.061,360,2249,1,0,4,1,26,3,5,4,4,4,396
27,1024,0.487,0.036,360,2249,1,0,2,1,27,2,4,4,3,4,726
151,1536,0.527,0.056,360,2251,1,0,7,1,33,5,4,4,4,4,172
3,1536,0.285,0.054,360,2252,1,0,2,1,27,4,4,4,5,4,578
18,1024,0.274,0.039,360,2254,1,0,2,1,33,4,5,5,5,5,409
77,3072,0.411,0.032,360,2256,2,2,2,1,22,3,5,4,4,4,392
126,3584,0.319,0.05,360,2257,1,0,5,1,19,4,5,4,4,4,736
34,3072,0.444,0.049,360,2257,2,2,4,1,26,3,5,5,3,5,300
140,3072,0.309,0.03,360,2257,2,2,5,1,40,5,5,3,4,3,109
126,1536,0.386,0.052,360,2258,1,0,5,1,19,4,5,4,4,4,338
106,1536,0.285,0.054,360,2262,1,0,5,1,53,2,5,5,4,5,225
125,1536,0.45,0.033,360,2269,1,0,5,1,30,4,5,4,4,4,403
125,1024,0.465,0.08,360,2274,1,0,5,1,30,4,5,4,4,4,203
172,1024,0.411,0.032,360,2277,1,0,2,1,28,4,5,4,3,4,811
126,1024,0.483,0.034,360,2279,1,0,5,1,19,4,5,4,4,4,658
73,1024,0.48,0.073,360,2279,1,0,6,1,18,4,4,5,4,4,736
122,1024,0.48,0.054,360,2281,1,0,5,1,32,4,5,4,4,4,477
122,1536,0.433,0.032,360,2282,1,0,5,1,32,4,5,4,4,5,661
53,1536,0.481,0.041,360,2283,1,0,6,1,24,3,5,4,4,4,658
125,1536,0.483,0.064,360,2285,1,0,5,1,30,4,5,4,4,4,656
125,1024,0.309,0.03,360,2286,1,0,5,1,30,4,5,4,4,4,491
19,1536,0.456,0.042,360,2286,1,0,2,1,27,5,5,5,5,5,392
129,3072,0.421,0.058,360,2288,1,0,5,1,30,4,5,5,5,5,244
118,3584,0.289,0.037,360,2289,1,0,5,1,35,4,5,4,4,4,662
3,1536,0.354,0.065,360,2289,1,0,3,1,27,4,4,5,4,4,328
130,1024,0.328,0.049,360,2289,1,0,5,1,29,5,5,5,5,5,654
137,1024,0.454,0.051,360,2290,2,2,5,1,26,5,5,5,5,5,2197
107,1024,0.435,0.071,240,2291,2,2,5,1,26,2,5,3,3,4,55
147,1536,0.393,0.026,360,2294,2,2,3,1,28,4,4,4,3,4,410
159,1536,0.324,0.032,360,2297,2,2,5,1,55,3,4,3,4,3,236
4,1024,0.487,0.062,360,2297,2,2,2,1,38,3,4,4,4,4,628
158,1536,0.37,0.035,360,2300,2,2,2,1,40,3,5,4,4,4,566
125,1536,0.47,0.084,360,2301,2,2,5,1,30,4,5,4,4,4,244
180,1536,0.433,0.032,360,2302,2,2,2,1,25,4,5,3,4,3,235
157,1536,0.304,0.043,240,2302,2,2,8,0,30,4,5,3,4,3,50
102,1536,0.497,0.084,360,2308,2,2,5,1,19,5,5,3,4,3,661
121,1536,0.477,0.057,360,2309,2,2,5,1,30,4,5,4,4,4,731
125,1536,0.363,0.063,360,2314,2,2,5,1,30,4,5,4,4,4,452
172,1024,0.303,0.043,360,2314,2,2,4,1,28,4,5,4,3,4,567
140,1536,0.289,0.037,360,2317,2,2,5,1,40,4,5,5,5,5,413
102,3072,0.408,0.033,360,2322,1,0,5,1,19,5,5,4,4,4,662
127,3584,0.502,0.058,360,2323,1,0,5,1,23,4,4,4,4,4,397
131,3072,0.407,0.063,360,2327,1,0,5,1,27,4,5,5,5,5,661
153,3072,0.377,0.056,360,2331,1,0,2,0,38,3,4,2,4,2,235
129,1536,0.461,0.041,360,2332,1,0,5,1,30,4,4,3,3,3,342
126,1536,0.393,0.055,360,2335,1,0,5,1,19,4,5,4,4,4,475
106,1536,0.357,0.065,360,2336,1,0,5,1,53,2,5,5,5,5,307
9,1024,0.435,0.069,360,2336,2,2,2,1,27,4,4,4,5,4,245
130,1024,0.454,0.08,360,2337,1,0,5,1,29,5,5,5,5,5,844
156,1024,0.426,0.047,360,2337,1,0,7,0,30,4,5,5,5,5,224
124,1536,0.494,0.124,360,2342,2,2,5,1,30,4,5,4,4,4,454
1,1024,0.424,0.068,360,2343,1,0,2,1,22,5,5,5,5,5,392
158,2048,0.502,0.033,360,2345,1,0,2,1,40,4,5,2,3,3,95
175,1024,0.472,0.085,360,2346,2,2,5,1,52,4,5,4,4,4,732
52,3072,0.48,0.074,360,2348,2,2,5,1,26,4,5,5,5,5,327
99,2560,0.316,0.052,360,2354,1,0,3,1,44,4,4,3,3,4,392
153,3072,0.523,0.054,360,2354,2,2,2,0,38,3,3,4,2,1,93
128,3072,0.341,0.033,360,2356,1,0,5,1,27,2,4,3,2,4,556
93,3584,0.324,0.032,360,2356,1,0,2,0,19,4,5,4,5,4,572
130,3072,0.425,0.029,360,2361,1,0,5,1,29,5,5,5,5,5,479
118,3072,0.477,0.057,360,2362,1,0,5,1,35,4,5,4,4,4,843
122,3072,0.264,0.039,360,2365,1,0,5,1,32,4,5,4,4,4,440
129,2560,0.411,0.038,240,2366,2,2,5,1,30,5,5,5,5,5,55
118,1024,0.494,0.067,360,2367,1,0,5,1,35,4,5,4,4,4,327
130,1536,0.439,0.036,360,2367,1,0,5,1,29,5,5,5,5,5,534
130,1024,0.325,0.039,360,2369,1,0,5,1,29,5,5,5,5,5,998
52,1024,0.285,0.046,360,2374,2,2,5,1,26,1,4,5,3,4,399
152,1024,0.333,0.034,360,2375,1,0,2,0,29,4,5,3,3,3,55
119,3072,0.49,0.054,240,2377,2,2,5,1,30,3,5,4,4,4,55
127,3072,0.449,0.047,360,2377,1,0,5,1,23,5,5,5,5,5,383
143,2048,0.303,0.048,360,2379,1,0,7,1,47,5,5,3,5,3,282
63,3584,0.425,0.029,360,2382,1,0,5,1,27,3,4,5,5,4,217
121,2560,0.47,0.084,360,2382,1,0,5,1,30,4,5,4,4,4,473
131,3584,0.502,0.058,360,2382,2,2,5,1,27,4,5,5,5,5,432
111,1536,0.357,0.065,360,2383,2,2,2,1,25,4,5,5,5,5,307
128,3584,0.344,0.049,360,2383,1,0,5,1,27,3,4,5,5,5,327
72,3072,0.447,0.056,360,2384,1,0,6,1,20,4,5,4,4,3,836
153,3072,0.273,0.023,360,2389,2,2,2,0,38,3,5,2,3,1,83
122,3072,0.292,0.037,360,2391,2,2,5,1,32,4,5,4,3,4,585
123,3584,0.425,0.029,360,2394,2,2,5,1,24,4,5,4,4,4,901
104,2560,0.305,0.061,360,2395,1,0,5,0,21,4,5,4,4,4,551
125,3072,0.376,0.046,360,2396,1,0,5,1,30,4,5,4,4,4,661
162,3072,0.487,0.042,360,2398,2,2,1,0,50,4,5,4,5,4,412
138,3072,0.379,0.073,360,2398,2,2,3,1,26,4,5,3,3,3,71
131,2560,0.516,0.064,360,2399,2,2,5,1,27,4,5,5,5,5,473
173,3584,0.465,0.071,360,2400,2,2,2,1,31,3,5,3,4,4,471
118,3072,0.304,0.039,360,2401,2,2,5,1,35,4,5,4,4,5,413
172,3072,0.462,0.043,360,2403,2,2,2,1,28,4,5,4,4,4,327
121,3072,0.424,0.046,360,2408,1,0,5,1,30,4,5,4,4,4,469
145,3072,0.319,0.05,360,2409,2,2,3,1,25,5,2,5,4,5,528
181,1024,0.349,0.068,360,2409,2,2,3,1,19,3,5,4,5,4,573
133,3072,0.328,0.052,360,2410,1,0,5,1,31,4,5,4,5,5,315
125,1024,0.36,0.043,360,2411,1,0,5,1,30,4,5,4,4,4,518
125,1024,0.435,0.071,360,2413,1,0,5,1,30,4,5,4,4,4,570
138,1024,0.403,0.033,360,2414,1,0,3,1,26,5,5,3,3,3,55
114,1024,0.499,0.018,360,2416,1,0,5,1,54,4,5,4,5,4,218
130,1024,0.472,0.034,360,2416,1,0,5,1,29,4,5,4,4,4,393
119,1024,0.334,0.028,360,2417,1,0,5,1,30,4,5,4,4,4,585
55,1024,0.348,0.043,360,2417,1,0,6,1,44,2,5,5,5,5,402
117,1536,0.289,0.037,360,2419,1,0,5,0,29,4,5,4,4,4,565
28,1536,0.439,0.036,360,2419,1,0,3,0,28,2,5,5,5,5,550
139,1536,0.486,0.078,360,2419,1,0,5,1,39,4,5,5,4,5,93
173,1536,0.354,0.065,360,2423,1,0,2,1,31,4,5,5,4,4,280
117,1024,0.48,0.065,360,2424,2,2,5,0,29,4,5,3,4,4,733
130,1536,0.395,0.07,360,2426,2,2,5,1,29,4,5,4,5,4,738
130,1536,0.432,0.046,360,2426,1,0,5,1,29,4,5,4,4,4,844
17,1536,0.483,0.064,360,2426,1,0,3,1,39,5,5,5,5,5,489
69,2048,0.45,0.033,360,2430,1,0,6,1,21,3,5,3,3,4,415
114,1536,0.487,0.036,240,2435,1,0,5,1,54,4,5,4,5,4,55
106,2048,0.31,0.048,360,2436,1,0,2,1,53,2,5,3,3,2,487
9,2048,0.304,0.043,360,2442,1,0,5,1,27,4,5,5,5,5,549
127,1024,0.41,0.053,360,2443,1,0,5,1,23,5,5,5,5,5,246
142,2048,0.332,0.032,360,2445,1,0,5,1,36,5,5,1,5,1,64
145,2048,0.487,0.042,360,2446,1,0,9,1,25,5,5,5,5,5,559
121,2048,0.324,0.041,360,2447,1,0,5,1,30,4,5,4,4,4,360
144,2048,0.403,0.06,360,2450,1,0,5,1,41,5,5,4,4,4,236
119,2048,0.487,0.062,360,2452,1,0,5,1,30,4,5,4,4,4,245
70,2048,0.48,0.048,360,2453,1,0,6,1,18,4,5,5,4,5,400
109,2048,0.407,0.061,360,2454,1,0,2,0,14,3,5,3,4,4,534
143,2048,0.334,0.028,360,2458,1,0,7,1,47,5,5,4,4,4,55
123,2048,0.435,0.093,360,2459,1,0,5,1,24,4,5,4,4,4,451
143,2048,0.386,0.052,360,2459,2,2,7,1,47,5,5,3,5,3,74
53,3072,0.454,0.051,360,2465,1,0,5,1,24,5,4,3,3,3,392
124,2048,0.335,0.036,240,2466,2,2,5,1,30,4,5,4,4,4,55
181,1024,0.393,0.026,360,2466,1,0,3,1,19,4,4,4,4,4,474
105,2048,0.444,0.084,360,2469,2,2,5,1,43,2,5,5,5,5,360
119,3072,0.324,0.032,360,2471,1,0,5,1,30,4,4,4,4,4,487
125,1024,0.426,0.049,360,2471,2,2,5,1,30,4,5,4,4,4,764
140,2560,0.302,0.054,360,2472,2,2,5,1,40,5,5,5,5,5,327
64,2560,0.415,0.054,360,2473,2,2,2,1,26,5,5,4,5,5,1107
121,2048,0.489,0.072,360,2474,1,0,5,1,30,4,5,4,4,4,308
14,3072,0.273,0.023,360,2474,1,0,2,1,28,3,4,3,4,4,491
107,2048,0.304,0.043,360,2476,1,0,5,1,26,2,5,4,4,4,703
121,3584,0.49,0.054,360,2476,1,0,5,1,30,4,5,4,4,4,565
108,1024,0.286,0.048,360,2483,2,2,8,1,52,2,5,4,4,4,246
115,3584,0.439,0.036,360,2486,2,2,5,0,27,4,4,3,4,4,683
134,2560,0.395,0.07,360,2488,1,0,5,1,26,5,5,5,5,5,471
105,3584,0.358,0.045,360,2492,1,0,5,1,43,2,5,4,4,4,436
68,3072,0.424,0.05,360,2492,2,2,2,1,25,4,5,4,4,4,373
95,3584,0.307,0.049,360,2492,1,0,5,1,19,3,4,2,4,3,300
119,3072,0.447,0.056,360,2496,2,2,5,1,30,4,5,4,4,4,736
128,3072,0.334,0.065,360,2497,2,2,5,1,27,4,4,5,5,5,607
74,3584,0.285,0.054,360,2499,2,2,3,1,19,4,4,5,4,5,543
174,4096,0.328,0.039,360,2500,1,0,9,1,50,4,5,4,4,4,667
134,4608,0.444,0.049,360,2506,1,0,5,1,26,5,5,3,4,4,235
131,3584,0.379,0.073,360,2509,1,0,5,1,27,3,5,4,4,4,392
131,4096,0.455,0.033,360,2509,2,2,5,1,27,4,5,5,5,5,1106
31,1536,0.48,0.065,360,2513,1,0,2,1,25,4,5,4,4,4,392
173,3072,0.358,0.045,360,2515,1,0,2,1,31,4,5,3,4,4,660
125,1024,0.295,0.047,360,2518,2,2,5,1,30,4,5,4,4,4,662
167,1536,0.393,0.054,360,2518,1,0,9,0,30,4,5,4,4,4,664
180,1536,0.395,0.07,360,2518,1,0,2,1,25,3,5,1,3,2,281
121,3072,0.33,0.052,360,2519,1,0,5,1,30,4,5,4,4,4,655
122,1024,0.394,0.045,360,2519,2,2,5,1,32,4,5,4,4,4,308
10,3072,0.49,0.054,360,2526,1,0,6,0,25,4,5,4,4,4,413
138,3072,0.465,0.032,360,2529,1,0,8,1,26,4,4,2,2,3,92
122,3072,0.456,0.042,240,2530,1,0,5,1,32,4,5,4,4,4,116
126,3584,0.495,0.043,360,2531,1,0,5,1,19,4,5,4,4,4,307
129,1536,0.502,0.063,360,2535,2,2,5,1,30,5,5,5,5,5,374
74,3072,0.346,0.096,360,2535,1,0,2,1,19,5,5,4,4,5,560
71,1536,0.341,0.044,360,2537,2,2,3,1,20,4,5,5,4,4,608
126,1024,0.497,0.045,360,2538,2,2,5,1,19,4,5,4,4,4,392
130,2560,0.489,0.082,360,2538,1,0,5,1,29,5,5,5,5,5,630
125,3584,0.411,0.032,360,2540,1,0,5,1,30,4,5,4,4,4,494
119,1536,0.407,0.063,360,2546,1,0,5,1,30,4,5,4,4,4,491
174,3584,0.435,0.071,360,2547,1,0,9,1,50,4,5,4,4,4,439
131,1024,0.292,0.047,360,2548,1,0,5,1,27,4,5,4,4,4,735
139,3584,0.514,0.068,360,2548,1,0,5,1,39,4,5,3,4,4,74
100,3584,0.502,0.058,360,2555,1,0,6,1,52,3,4,3,2,3,327
64,3072,0.379,0.058,360,2555,1,0,2,1,26,4,5,4,4,4,300
131,3072,0.379,0.058,360,2557,1,0,5,1,27,4,5,5,5,5,413
181,3584,0.322,0.055,360,2559,1,0,3,1,19,3,3,2,4,3,231
