user_id,QoS_bandwidth,QoS_packet-loss,QoS_delay,QoS_jitter,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,V_content,V_complexity-class,QoD_model,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
174,1536,0,0.494,0.124,360,391,30,2,1751,4,2,2,9,1,50,5,4,5,4,4,4
125,1024,0,0.424,0.068,360,736,24,1,1754,4,1,0,5,1,30,5,4,5,4,4,4
67,2048,0,0.502,0.033,360,186,30,1,1757,5,1,0,2,1,26,5,4,5,4,4,4
66,1024,0,0.472,0.085,360,408,25,1,1763,5,2,2,3,0,23,5,4,5,4,4,4
136,3072,0,0.48,0.074,360,1552,30,1,1763,5,2,2,4,1,31,5,5,5,4,5,5
35,2560,0,0.316,0.052,360,730,25,1,1764,4,1,0,4,0,37,5,5,5,4,3,4
110,3072,0,0.523,0.054,360,98,12,1,1769,4,2,2,5,1,20,2,5,5,2,3,2
11,3072,0,0.341,0.033,360,649,25,1,1771,5,1,0,2,1,27,5,3,5,4,5,4
64,3584,0,0.324,0.032,360,414,30,1,1771,5,1,0,6,1,26,5,3,5,5,4,4
19,3072,0,0.425,0.029,360,413,30,1,1775,4,1,0,2,1,27,5,3,5,5,5,5
26,3072,0,0.477,0.057,360,552,25,1,1780,5,1,0,2,1,33,5,4,5,5,4,5
64,3072,0,0.264,0.039,360,196,24,1,1781,5,1,0,2,1,26,5,5,5,5,5,5
42,2560,0,0.411,0.038,360,628,25,1,1782,5,2,2,6,1,26,5,4,5,4,5,3
47,1024,0,0.494,0.067,360,206,30,1,1785,5,1,0,2,1,26,5,3,5,5,5,5
7,1536,0,0.439,0.036,360,733,25,1,1788,2,1,0,2,0,28,5,4,5,5,4,5
65,1024,0,0.325,0.039,360,409,25,1,1792,2,1,0,3,1,26,5,5,5,5,3,3
117,1024,0,0.285,0.046,240,115,24,1,1793,4,2,2,5,0,29,5,4,5,4,4,4
95,1024,0,0.333,0.034,360,529,25,1,1797,4,1,0,5,1,19,5,3,3,2,4,3
156,3072,0,0.49,0.054,360,109,12,1,1799,5,2,2,7,0,55,5,4,5,2,3,2
19,3072,0,0.449,0.047,360,565,25,1,1805,3,1,0,6,1,27,5,3,5,4,3,4
39,2048,0,0.303,0.048,360,736,25,1,1808,5,1,0,4,1,20,5,4,5,4,5,4
137,3584,0,0.425,0.029,360,231,25,2,1811,5,1,0,5,1,26,5,4,4,3,3,3
64,2560,0,0.47,0.084,360,531,25,1,1812,5,1,0,2,1,26,5,4,4,4,4,4
72,3584,0,0.502,0.058,360,544,25,1,1814,5,2,2,3,1,20,5,4,5,5,5,5
157,1536,0,0.357,0.065,360,217,30,1,1816,5,2,2,8,0,30,5,4,5,5,4,5
33,3584,0,0.344,0.049,360,732,25,1,1817,4,1,0,4,1,26,5,1,4,4,4,4
150,3072,0,0.447,0.056,360,732,25,1,1820,5,1,0,5,1,55,4,3,3,4,4,3
4,3072,0,0.273,0.023,360,567,25,1,1822,2,2,2,3,1,38,5,4,5,4,4,4
12,3072,0,0.292,0.037,360,393,30,1,1822,5,2,2,2,1,28,5,4,5,3,4,3
134,3584,0,0.425,0.029,360,1045,30,2,1826,5,2,2,5,1,26,5,4,5,4,4,4
31,2560,0,0.305,0.061,360,196,24,1,1827,5,1,0,2,1,25,5,3,5,4,4,4
50,3072,0,0.376,0.046,360,574,25,1,1829,5,1,0,4,1,25,5,3,5,3,4,3
171,3072,0,0.487,0.042,360,245,30,2,1830,4,2,2,4,1,42,5,4,5,4,4,4
84,3072,0,0.379,0.073,360,401,30,1,1833,5,2,2,2,1,27,5,4,5,4,4,4
96,2560,0,0.516,0.064,360,495,25,1,1836,4,2,2,6,1,23,5,4,4,3,2,4
31,3584,0,0.465,0.071,360,187,30,1,1839,3,2,2,2,1,25,5,5,5,5,5,5
7,3072,0,0.304,0.039,360,624,25,1,1845,5,2,2,2,0,28,5,3,5,5,5,5
102,3072,0,0.462,0.043,360,100,12,3,1846,2,2,2,5,1,19,5,2,5,2,3,1
10,3072,0,0.424,0.046,360,756,25,2,1848,2,1,0,3,0,25,5,3,4,2,4,3
19,3072,0,0.319,0.05,360,487,25,1,1848,5,2,2,2,1,27,5,4,4,4,4,4
7,1024,0,0.349,0.068,360,294,15,1,1849,5,2,2,2,0,28,5,4,4,4,4,4
82,3072,0,0.328,0.052,360,736,24,1,1851,5,1,0,2,1,26,5,4,4,4,4,4
140,1024,0,0.36,0.043,360,2001,25,1,1856,4,1,0,5,1,40,2,3,5,3,4,3
19,1024,0,0.435,0.071,360,391,30,1,1858,2,1,0,6,1,27,5,1,5,5,5,5
65,1024,0,0.403,0.033,360,730,25,1,1858,4,1,0,2,1,26,5,4,4,4,4,3
56,1024,0,0.499,0.018,360,557,25,1,1860,2,1,0,3,1,27,5,2,4,5,4,5
71,1024,0,0.472,0.034,360,793,25,1,1862,5,1,0,3,1,20,5,4,4,2,4,3
22,1024,0,0.334,0.028,360,578,30,1,1864,2,1,0,6,0,26,5,3,5,5,5,5
9,1024,0,0.348,0.043,360,400,30,1,1865,5,1,0,2,1,27,5,4,4,4,4,4
136,1536,0,0.289,0.037,360,75,8,1,1867,5,1,0,4,1,31,5,4,5,2,3,2
134,1536,0,0.439,0.036,360,303,30,1,1868,5,1,0,5,1,26,5,4,5,4,4,4
31,1536,0,0.486,0.078,240,71,25,1,1870,5,1,0,2,1,25,5,4,5,4,5,4
83,1536,0,0.354,0.065,240,115,24,1,1870,5,1,0,2,1,30,5,4,5,4,4,4
7,1024,0,0.48,0.065,360,409,25,1,1877,5,2,2,2,0,28,5,5,5,5,5,5
70,1536,0,0.395,0.07,360,574,25,1,1877,5,2,2,3,1,18,5,5,3,3,3,3
150,1536,0,0.432,0.046,360,111,12,2,1881,4,1,0,5,1,55,5,4,4,2,4,2
73,1536,0,0.483,0.064,360,662,25,1,1884,2,1,0,6,1,18,5,3,2,3,3,3
154,2048,0,0.45,0.033,360,94,12,1,1885,5,1,0,2,0,30,4,3,5,1,2,1
40,1536,0,0.487,0.036,360,399,30,2,1890,2,1,0,3,1,21,5,4,5,4,4,4
145,2048,0,0.31,0.048,240,115,24,1,1890,5,1,0,3,1,25,4,5,2,4,4,4
10,2048,0,0.304,0.043,360,196,24,1,1893,5,1,0,2,0,25,5,4,4,5,4,4
143,1024,0,0.41,0.053,360,1917,25,1,1895,5,1,0,7,1,47,5,5,5,5,5,5
18,2048,0,0.332,0.032,360,401,30,1,1898,5,1,0,2,1,33,5,5,5,5,5,5
146,2048,0,0.487,0.042,360,736,24,2,1898,5,1,0,3,1,49,5,4,5,4,4,5
14,2048,0,0.324,0.041,360,300,24,1,1903,5,1,0,2,1,28,5,4,4,4,4,4
149,2048,0,0.403,0.06,360,399,30,1,1905,4,1,0,5,1,33,5,3,5,5,4,4
134,2048,0,0.487,0.062,360,231,25,1,1905,5,1,0,5,1,26,5,4,5,3,3,2
74,2048,0,0.48,0.048,360,409,25,2,1908,2,1,0,2,1,19,5,4,3,3,3,4
76,2048,0,0.407,0.061,360,528,25,1,1909,5,1,0,3,1,21,5,3,5,4,4,4
117,2048,0,0.334,0.028,360,399,30,1,1914,2,1,0,5,0,29,5,4,5,4,4,4
143,2048,0,0.435,0.093,360,184,25,1,1915,5,1,0,7,1,47,5,5,5,4,4,4
149,2048,0,0.386,0.052,360,69,10,2,1923,4,2,2,5,1,33,4,3,5,3,4,3
27,3072,0,0.454,0.051,360,412,30,1,1923,5,1,0,2,1,27,5,3,5,5,1,4
30,2048,0,0.335,0.036,360,675,25,1,1923,5,2,2,2,1,29,5,4,5,4,5,4
134,1024,0,0.393,0.026,360,83,12,1,1924,2,1,0,5,1,26,5,4,5,2,4,2
50,2048,0,0.444,0.084,360,442,25,1,1924,5,2,2,4,1,25,5,3,5,3,4,3
103,3072,0,0.324,0.032,360,552,25,2,1926,4,1,0,2,1,19,5,4,4,4,4,4
64,1024,0,0.426,0.049,360,814,25,1,1927,5,2,2,5,1,26,5,3,5,4,4,4
142,2560,0,0.302,0.054,360,183,25,1,1927,5,2,2,5,1,36,4,5,5,3,3,4
138,2560,0,0.415,0.054,360,224,30,2,1928,5,2,2,3,1,26,5,5,5,4,4,4
101,2048,0,0.489,0.072,360,383,30,1,1929,4,1,0,3,0,32,5,3,4,4,3,3
110,3072,0,0.273,0.023,360,2400,25,1,1931,4,1,0,5,1,20,2,3,3,2,3,2
131,2048,0,0.304,0.043,360,399,30,1,1935,2,1,0,5,1,27,5,4,5,5,5,5
3,3584,0,0.49,0.054,360,593,25,2,1936,2,1,0,3,1,27,5,3,4,3,4,3
64,1024,0,0.286,0.048,360,438,25,1,1939,5,2,2,5,1,26,5,2,4,4,3,4
16,3584,0,0.439,0.036,360,665,25,1,1940,5,2,2,2,1,27,5,3,4,2,3,2
150,2560,0,0.395,0.07,360,1817,25,1,1942,5,1,0,5,1,55,4,4,5,5,4,5
29,3584,0,0.358,0.045,360,382,30,1,1944,4,1,0,3,1,25,5,5,5,4,4,4
117,3072,0,0.424,0.05,360,486,25,1,1946,4,2,2,5,0,29,5,3,5,3,3,3
101,3584,0,0.307,0.049,360,736,24,1,1947,2,1,0,3,0,32,5,3,3,3,4,3
99,3072,0,0.447,0.056,360,424,30,2,1948,2,2,2,3,1,44,5,3,3,3,2,3
128,3072,0,0.334,0.065,360,729,25,1,1950,4,2,2,5,1,27,5,4,4,5,4,4
54,3584,0,0.285,0.054,360,661,25,1,1955,3,2,2,4,1,27,5,3,5,5,5,5
142,4096,0,0.328,0.039,360,2081,25,2,1957,5,1,0,5,1,36,5,4,5,4,4,4
55,4608,0,0.444,0.049,360,383,30,1,1958,5,1,0,2,1,44,5,2,5,5,5,5
73,3584,0,0.379,0.073,360,516,30,1,1960,2,1,0,3,1,18,5,3,5,4,3,4
96,4096,0,0.455,0.033,360,659,25,1,1960,2,2,2,6,1,23,5,2,2,4,3,3
12,1536,0,0.48,0.065,360,395,25,1,1960,5,1,0,2,1,28,5,5,5,5,5,5
27,3072,0,0.358,0.045,360,660,25,1,1961,2,1,0,3,1,27,5,2,5,5,4,2
89,1024,0,0.295,0.047,360,300,24,1,1962,3,2,2,6,0,23,5,4,5,5,5,5
30,1536,0,0.393,0.054,360,735,24,1,1962,5,1,0,2,1,29,5,3,5,4,4,4
103,1536,0,0.395,0.07,360,551,25,2,1964,4,1,0,5,1,22,5,4,5,5,4,3
64,3072,0,0.33,0.052,360,306,30,1,1965,5,1,0,2,1,26,5,4,4,4,4,4
145,1024,0,0.394,0.045,360,1441,30,1,1966,4,2,2,3,1,25,4,4,5,4,4,4
30,3072,0,0.49,0.054,360,478,25,1,1967,5,1,0,2,1,29,5,3,5,4,4,4
143,3072,0,0.465,0.032,360,1382,30,1,1970,5,1,0,7,1,47,3,5,5,5,5,5
35,3072,0,0.456,0.042,360,300,30,1,1972,2,1,0,6,0,37,5,3,5,4,4,4
131,3584,0,0.495,0.043,360,410,25,1,1972,5,1,0,5,1,27,5,4,4,5,4,4
138,1536,0,0.502,0.063,360,74,8,1,1973,4,2,2,8,1,26,5,3,5,4,4,4
10,3072,0,0.346,0.096,360,197,24,1,1976,2,1,0,6,0,25,5,2,5,4,4,3
92,1536,0,0.341,0.044,360,188,30,1,1979,5,2,2,4,1,25,5,4,5,5,5,5
97,1024,0,0.497,0.045,360,737,25,1,1980,4,2,2,6,1,19,5,4,4,4,3,4
18,2560,0,0.489,0.082,360,413,30,1,1983,5,1,0,2,1,33,5,2,4,4,3,3
41,3584,0,0.411,0.032,360,409,25,1,1983,5,1,0,2,1,23,5,3,5,4,5,4
131,1536,0,0.407,0.063,360,487,25,1,1985,4,1,0,5,1,27,5,4,5,4,4,4
19,3584,0,0.435,0.071,360,391,30,1,1986,2,1,0,6,1,27,5,2,5,5,3,4
128,1024,0,0.292,0.047,360,472,25,1,1987,4,1,0,5,1,27,5,4,5,5,5,5
33,3584,0,0.514,0.068,360,733,25,1,1989,5,1,0,3,1,26,5,4,3,3,2,3
82,3584,0,0.502,0.058,360,410,30,1,1994,5,1,0,2,1,26,5,4,4,4,5,4
7,3072,0,0.379,0.058,360,681,25,1,1996,5,1,0,2,0,28,5,5,2,4,4,4
6,3072,0,0.379,0.058,240,120,24,1,2001,5,1,0,1,0,26,5,4,4,4,3,4
46,3584,0,0.322,0.055,360,187,30,1,2004,2,1,0,6,1,25,5,4,5,5,5,5
138,4096,0,0.346,0.096,360,400,30,1,2004,5,1,0,3,1,26,5,5,5,5,5,5
125,3584,0,0.319,0.05,360,529,25,1,2005,2,1,0,5,1,30,5,4,5,4,4,4
68,4096,0,0.39,0.059,360,412,30,2,2007,2,1,0,2,1,25,5,4,5,4,4,4
142,4096,0,0.465,0.032,360,294,25,1,2008,5,1,0,5,1,36,4,5,5,3,3,4
4,2048,0,0.39,0.059,360,569,25,1,2008,5,1,0,2,1,38,5,5,5,5,5,5
35,4096,0,0.376,0.046,360,578,30,2,2010,4,1,0,4,0,37,5,4,5,5,5,5
19,4096,0,0.465,0.071,240,71,25,1,2011,5,1,0,2,1,27,5,3,3,3,3,3
102,4096,0,0.477,0.05,360,476,25,1,2012,5,1,0,5,1,19,5,3,5,4,5,4
153,4096,0,0.344,0.049,360,392,30,1,2012,5,1,0,2,0,38,5,5,5,4,5,4
175,4096,0,0.496,0.116,360,400,30,2,2013,4,1,0,5,1,52,5,4,5,4,4,4
47,3584,0,0.33,0.027,360,612,30,1,2014,5,1,0,2,1,26,5,4,5,3,3,4
110,3072,0,0.487,0.042,360,300,30,1,2037,4,1,0,5,1,20,2,4,4,4,4,4
15,3584,0,0.392,0.045,360,392,30,2,2038,4,1,0,3,1,24,5,4,4,4,4,4
93,4096,0,0.455,0.033,360,414,30,2,2039,2,1,0,1,0,19,5,3,5,5,5,4
151,4608,0,0.495,0.043,360,64,12,1,2042,5,1,0,3,1,33,5,5,5,1,4,2
152,4096,0,0.465,0.071,360,549,30,1,2044,5,1,0,GT-I9191,0,29,4,4,5,3,5,4
2,4096,0,0.455,0.033,360,566,25,1,2046,5,1,0,2,1,28,5,4,4,4,4,4
81,3584,0,0.333,0.034,360,489,25,1,2048,5,1,0,2,1,18,5,4,5,4,4,4
100,4096,0,0.292,0.047,360,844,25,1,2049,2,1,0,6,1,52,5,3,4,3,2,3
26,3584,0,0.312,0.049,360,568,30,1,2051,5,2,2,2,1,33,5,5,5,5,4,5
25,4096,0,0.444,0.049,360,794,25,1,2052,5,1,0,2,1,28,5,3,4,2,3,2
132,4096,0,0.477,0.05,240,115,24,1,2053,4,1,0,5,1,30,5,3,5,5,5,5
128,4608,0,0.435,0.049,360,400,30,1,2055,4,1,0,5,1,27,5,4,5,5,5,5
87,3584,0,0.377,0.056,360,723,25,1,2060,2,1,0,4,1,28,5,4,5,4,4,4
19,3584,0,0.322,0.055,360,186,30,1,2061,2,1,0,6,1,27,5,3,5,5,5,5
20,4096,0,0.334,0.065,360,736,24,1,2062,2,1,0,6,1,29,5,3,5,4,4,4
4,2048,0,0.339,0.035,360,392,30,1,2068,5,1,0,2,1,38,5,4,5,5,5,5
138,1536,0,0.301,0.037,360,235,25,1,2070,5,1,0,8,1,26,5,5,5,2,3,2
181,2048,0,0.438,0.04,360,75,8,1,2072,5,1,0,3,1,19,4,3,2,2,3,2
33,2048,0,0.408,0.033,360,392,30,1,2076,4,1,0,4,1,26,5,1,5,4,4,4
39,4096,0,0.496,0.116,360,604,25,1,2079,4,2,2,4,1,20,5,4,4,4,4,4
29,4096,0,0.307,0.049,240,71,25,1,2081,5,2,2,3,1,25,5,5,4,4,4,4
138,2048,0,0.48,0.074,240,115,24,1,2082,5,1,0,8,1,26,5,4,4,3,3,4
124,2048,0,0.469,0.066,360,399,30,1,2083,2,1,0,5,1,30,5,4,5,4,4,4
153,1536,0,0.37,0.035,360,400,30,1,2083,5,1,0,2,0,38,4,4,5,4,4,4
40,4608,0,0.328,0.039,360,409,30,1,2084,3,2,2,6,1,21,5,4,5,4,5,4
97,1536,0,0.303,0.065,360,392,30,1,2088,4,1,0,6,1,19,5,4,5,4,4,4
50,3584,0,0.33,0.052,360,550,25,1,2090,4,2,2,4,1,25,5,4,5,3,4,3
33,2048,0,0.505,0.051,360,480,25,1,2091,4,1,0,4,1,26,5,3,5,5,5,5
158,2048,0,0.303,0.065,360,567,25,1,2091,5,1,0,2,1,40,5,3,5,4,5,4
118,2048,0,0.416,0.07,360,548,25,1,2094,4,1,0,5,1,35,5,4,5,4,4,4
55,2048,0,0.305,0.061,360,576,30,1,2095,5,1,0,2,1,44,5,2,5,5,5,5
138,4096,0,0.407,0.063,360,1438,30,2,2097,5,2,2,3,1,26,5,5,5,5,3,5
158,1536,0,0.534,0.053,360,491,30,1,2099,5,1,0,2,1,40,5,4,5,5,5,5
151,4608,0,0.495,0.043,360,98,12,2,2099,5,2,2,3,1,33,5,4,5,1,3,1
151,4608,0,0.344,0.049,360,391,30,1,2100,5,2,2,3,1,33,5,4,5,3,3,4
131,4608,0,0.39,0.059,360,591,25,1,2101,4,2,2,5,1,27,5,5,5,4,5,5
120,1024,0,0.328,0.052,360,661,30,1,2104,2,1,0,5,1,29,5,4,5,4,4,4
128,4096,0,0.465,0.032,360,724,25,1,2109,4,2,2,5,1,27,5,5,5,5,5,5
5,4096,0,0.435,0.049,360,389,30,1,2109,5,2,2,3,1,24,5,4,5,5,5,5
119,1024,0,0.308,0.055,360,710,25,1,2110,4,1,0,5,1,30,5,4,5,4,4,4
119,2048,0,0.449,0.047,360,478,25,1,2111,2,1,0,5,1,30,5,4,5,4,4,4
50,1024,0,0.3,0.039,360,732,25,1,2111,4,1,0,4,1,25,5,4,5,4,5,4
139,1536,0,0.436,0.046,360,294,25,1,2114,5,1,0,5,1,39,5,3,4,4,4,4
131,2048,0,0.497,0.045,360,815,25,2,2115,2,1,0,5,1,27,5,4,5,5,5,5
19,2048,0,0.415,0.054,360,187,30,1,2117,5,1,0,2,1,27,5,4,5,4,5,4
124,2048,0,0.477,0.057,360,677,30,1,2118,4,1,0,5,1,30,5,4,5,4,4,4
132,1024,0,0.323,0.037,360,360,24,1,2119,2,1,0,5,1,30,5,3,5,4,4,4
130,2048,0,0.292,0.037,360,473,25,1,2122,2,1,0,5,1,29,5,4,5,4,4,4
111,2048,0,0.481,0.041,360,413,30,1,2122,4,1,0,2,1,25,5,4,5,4,4,5
19,1024,0,0.482,0.082,360,416,30,1,2123,2,1,0,6,1,27,5,3,5,4,3,4
160,1024,0,0.305,0.047,360,294,25,2,2124,5,1,0,1,1,55,4,3,2,3,2,3
2,1536,0,0.371,0.08,360,578,30,1,2126,5,1,0,2,1,28,5,4,4,5,4,4
124,1536,0,0.494,0.067,360,487,25,1,2128,4,1,0,5,1,30,5,4,5,4,4,4
134,2048,0,0.487,0.062,360,172,25,1,2130,4,1,0,5,1,26,5,5,5,5,5,5
17,2048,0,0.326,0.061,360,731,25,1,2134,5,1,0,2,1,39,5,3,2,4,2,2
180,2048,0,0.328,0.039,360,731,25,1,2137,5,1,0,2,1,25,5,4,5,4,4,5
136,2048,0,0.379,0.073,360,83,12,1,2137,5,1,0,4,1,31,5,4,5,2,3,2
135,2048,0,0.307,0.049,360,568,25,1,2140,5,1,0,5,1,25,5,5,5,4,5,4
24,2048,0,0.421,0.058,360,491,25,1,2143,3,1,0,6,1,23,5,3,5,4,4,4
113,2048,0,0.399,0.07,360,336,24,1,2143,4,1,0,5,1,26,5,4,5,5,5,5
31,2048,0,0.427,0.046,240,71,25,1,2146,4,1,0,2,1,25,5,3,5,4,4,4
118,2048,0,0.328,0.036,360,410,25,1,2147,2,1,0,5,1,35,5,4,4,4,4,4
178,1536,0,0.436,0.046,360,529,24,1,2152,4,1,0,2,1,23,5,4,5,4,4,4
145,2048,0,0.33,0.052,360,98,30,1,2153,5,1,0,9,1,25,5,5,5,4,4,4
51,1536,0,0.458,0.078,360,413,30,1,2155,4,1,0,5,0,26,5,4,5,4,4,4
180,2048,0,0.316,0.052,360,1540,30,1,2155,5,2,2,2,1,25,5,2,3,4,3,3
130,1536,0,0.414,0.068,360,364,25,1,2156,4,1,0,5,1,29,5,5,5,5,5,5
119,2048,0,0.304,0.039,360,336,24,1,2160,2,1,0,5,1,30,5,4,5,4,4,4
130,2048,0,0.489,0.082,360,525,25,1,2161,2,1,0,5,1,29,5,4,5,4,4,4
9,1536,0,0.377,0.063,360,608,25,1,2161,5,1,0,2,1,27,5,4,4,3,5,4
139,1536,0,0.393,0.054,360,68,12,1,2162,5,2,2,5,1,39,5,4,4,2,2,2
96,2048,0,0.48,0.048,360,393,30,1,2163,4,2,2,6,1,23,5,2,2,2,4,4
130,1536,0,0.347,0.036,360,912,25,2,2165,2,2,2,5,1,29,5,4,5,4,4,4
105,2048,0,0.505,0.051,240,116,24,1,2166,2,2,2,5,1,43,5,2,5,2,3,2
64,1024,0,0.341,0.044,360,327,30,1,2169,5,1,0,2,1,26,5,4,5,5,5,5
161,1024,0,0.433,0.038,360,81,8,1,2176,4,2,2,1,0,45,4,3,4,2,4,2
162,2048,0,0.334,0.028,360,71,10,1,2176,5,2,2,1,0,50,4,3,5,3,5,3
31,1536,0,0.48,0.065,360,586,25,1,2180,5,1,0,2,1,25,5,3,5,3,4,4
129,1024,0,0.429,0.037,360,217,30,1,2188,4,2,2,5,1,30,5,5,5,5,5,5
35,2048,0,0.33,0.027,240,120,24,1,2189,4,2,2,4,0,37,5,4,5,3,4,3
81,1536,0,0.488,0.077,360,195,24,1,2190,5,2,2,2,1,18,5,4,5,4,4,4
150,2048,0,0.412,0.048,360,391,30,2,2191,5,2,2,5,1,55,5,5,4,3,3,3
110,2048,0,0.438,0.044,360,544,25,1,2196,2,2,2,5,1,20,2,3,4,3,4,4
44,2560,0,0.486,0.078,360,873,31,2,2201,5,1,0,2,1,22,5,4,4,2,3,3
148,2048,0,0.408,0.033,360,71,10,1,2201,5,2,2,3,1,38,5,4,5,5,4,3
104,2048,0,0.477,0.05,360,399,30,1,2203,2,2,2,5,0,21,5,2,5,4,3,4
137,2048,0,0.313,0.072,360,94,12,1,2203,5,2,2,5,1,26,5,4,4,2,4,2
13,1024,0,0.3,0.039,240,119,24,1,2203,5,2,2,2,1,29,5,4,3,3,3,3
42,1024,0,0.531,0.076,360,390,30,1,2203,5,2,2,6,1,26,5,4,5,5,4,4
163,1536,0,0.436,0.046,360,172,25,1,2204,5,2,2,1,1,22,5,4,5,3,4,3
152,2048,0,0.341,0.033,360,235,25,2,2204,5,2,2,GT-I9192,0,29,5,4,5,3,4,4
155,3072,0,0.496,0.116,360,55,12,1,2205,5,1,0,8,0,33,5,4,5,2,3,3
163,2048,0,0.377,0.056,360,81,8,1,2206,5,2,2,1,1,22,5,2,2,1,2,1
125,1024,0,0.305,0.047,360,813,25,1,2208,2,2,2,5,1,30,5,4,5,4,4,4
83,1536,0,0.418,0.039,360,578,30,1,2210,5,2,2,2,1,30,5,4,5,4,4,4
117,2048,0,0.3,0.033,360,360,24,1,2216,2,1,0,5,0,29,5,4,5,4,4,4
164,2048,0,0.39,0.051,360,436,25,2,2216,2,2,2,8,1,30,5,3,5,4,4,4
31,2048,0,0.332,0.032,360,654,30,1,2216,5,2,2,2,1,25,5,3,5,4,4,4
24,1024,0,0.308,0.055,360,409,30,1,2217,2,2,2,6,1,23,5,2,5,4,4,3
123,2560,0,0.48,0.073,360,728,30,1,2220,4,1,0,5,1,24,5,4,5,4,4,4
49,3584,0,0.334,0.065,360,439,25,1,2220,5,1,0,6,1,24,5,3,5,4,4,4
157,3072,0,0.284,0.032,360,116,12,1,2222,5,1,0,8,0,30,5,4,5,2,3,3
136,2560,0,0.386,0.052,360,111,12,1,2222,5,1,0,4,1,31,5,3,5,2,3,2
89,2048,0,0.403,0.06,360,392,30,1,2223,4,1,0,6,0,23,5,4,4,4,4,4
126,1024,0,0.377,0.063,360,603,25,1,2225,4,1,0,5,1,19,5,5,5,5,4,5
26,2048,0,0.439,0.072,360,665,25,1,2226,4,1,0,2,1,33,5,2,5,3,4,3
124,3072,0,0.274,0.039,360,736,24,1,2231,4,1,0,5,1,30,5,4,5,4,4,4
123,3072,0,0.454,0.051,360,410,25,1,2234,2,1,0,5,1,24,5,4,5,4,4,4
22,2048,0,0.302,0.046,360,716,25,1,2237,2,1,0,6,0,26,5,4,5,5,4,5
157,3072,0,0.435,0.049,360,106,12,1,2237,5,1,0,8,0,30,5,3,5,2,3,3
125,3584,0,0.348,0.043,360,527,25,1,2242,4,1,0,5,1,30,5,4,5,3,4,4
136,2048,0,0.349,0.068,360,473,25,1,2242,5,1,0,4,1,31,5,4,5,4,4,4
132,3072,0,0.499,0.018,360,49,10,2,2243,2,1,0,5,1,30,5,4,5,1,4,3
151,1024,0,0.403,0.06,360,94,12,1,2244,5,2,2,D5802,1,33,5,5,5,2,4,2
118,3072,0,0.318,0.027,360,606,25,1,2247,2,1,0,5,1,35,5,4,5,4,4,4
124,3072,0,0.318,0.027,360,245,30,1,2247,2,1,0,5,1,30,5,4,5,4,4,4
118,3584,0,0.333,0.034,360,383,30,1,2249,2,2,2,5,1,35,5,4,4,4,4,4
64,1024,0,0.407,0.061,360,396,30,1,2249,3,1,0,4,1,26,5,3,5,4,4,4
27,1024,0,0.487,0.036,360,726,25,1,2249,5,1,0,2,1,27,5,2,4,4,3,4
151,1536,0,0.527,0.056,360,172,25,1,2251,5,1,0,7,1,33,5,5,4,4,4,4
3,1536,0,0.285,0.054,360,578,30,2,2252,5,1,0,2,1,27,5,4,4,4,5,4
18,1024,0,0.274,0.039,360,409,30,1,2254,5,1,0,2,1,33,5,4,5,5,5,5
77,3072,0,0.411,0.032,360,392,30,2,2256,2,2,2,2,1,22,5,3,5,4,4,4
126,3584,0,0.319,0.05,360,736,24,1,2257,4,1,0,5,1,19,5,4,5,4,4,4
34,3072,0,0.444,0.049,360,300,30,1,2257,4,2,2,4,1,26,5,3,5,5,3,5
140,3072,0,0.309,0.03,360,109,12,1,2257,5,2,2,5,1,40,2,5,5,3,4,3
126,1536,0,0.386,0.052,360,338,24,1,2258,4,1,0,5,1,19,5,4,5,4,4,4
106,1536,0,0.285,0.054,360,225,30,1,2262,2,1,0,5,1,53,5,2,5,5,4,5
125,1536,0,0.45,0.033,360,403,30,1,2269,4,1,0,5,1,30,5,4,5,4,4,4
125,1024,0,0.465,0.08,360,203,30,1,2274,4,1,0,5,1,30,5,4,5,4,4,4
172,1024,0,0.411,0.032,360,811,25,1,2277,4,1,0,2,1,28,5,4,5,4,3,4
126,1024,0,0.483,0.034,360,658,25,1,2279,2,1,0,5,1,19,5,4,5,4,4,4
73,1024,0,0.48,0.073,360,736,24,1,2279,5,1,0,6,1,18,5,4,4,5,4,4
122,1024,0,0.48,0.054,360,477,25,1,2281,4,1,0,5,1,32,5,4,5,4,4,4
122,1536,0,0.433,0.032,360,661,30,1,2282,2,1,0,5,1,32,5,4,5,4,4,5
53,1536,0,0.481,0.041,360,658,25,2,2283,5,1,0,6,1,24,5,3,5,4,4,4
125,1536,0,0.483,0.064,360,656,30,1,2285,2,1,0,5,1,30,5,4,5,4,4,4
125,1024,0,0.309,0.03,360,491,25,1,2286,4,1,0,5,1,30,5,4,5,4,4,4
19,1536,0,0.456,0.042,360,392,30,1,2286,5,1,0,2,1,27,5,5,5,5,5,5
129,3072,0,0.421,0.058,360,244,30,1,2288,4,1,0,5,1,30,5,4,5,5,5,5
118,3584,0,0.289,0.037,360,662,25,1,2289,2,1,0,5,1,35,5,4,5,4,4,4
3,1536,0,0.354,0.065,360,328,30,2,2289,2,1,0,3,1,27,5,4,4,5,4,4
