3201122,49,5631,950,0,5683,0,30014,30014,0,2903,1548520,4.33,4.01
3201123,53,6726,927,0,6741,0,30004,30004,0,2934,1688492,4.33,4.02
3201133,64,5841,1579,0,5934,0,30006,30006,0,2966,1577892,4.34,3.82
3201137,32,5873,777,0,6074,0,30004,30004,0,2966,1594732,4.34,4.06
3201145,71,5911,1986,0,5948,0,30002,30002,0,2934,1544292,4.33,3.7
3201148,46,5674,964,0,5761,0,30003,30003,0,2934,1569256,4.33,4
3201183,30,6352,681,0,6559,0,30003,30003,0,2966,1579292,4.34,4.09
3201187,50,5828,952,0,6089,0,30003,30003,0,2934,1547092,4.33,4.01
3201199,82,6826,2270,0,6795,0,30003,30003,0,2934,1570932,4.33,3.61
3201205,53,5445,945,0,5793,0,30004,30004,0,2903,1537292,4.33,4.01
3201197,51,8941,970,0,8903,0,30003,30003,0,2903,1558292,4.33,4
3201212,69,6168,1220,0,6139,0,30004,30004,0,2903,1532072,4.33,3.92
3201222,66,6106,1932,0,6077,0,30005,30005,0,2903,1528230,4.33,3.71
3201266,59,5917,1506,0,6027,0,30004,30004,0,2934,1580692,4.33,3.84
3201276,50,5980,889,0,6245,0,30003,30003,0,2903,1538692,4.33,4.02
3201280,62,6223,1112,0,6187,0,30004,30004,0,2934,1615692,4.33,3.96
3201281,50,5988,901,0,6048,0,30001,30001,0,2966,1633337,4.34,4.03
3201340,99,6067,1925,0,6029,0,30007,30007,0,2903,1536779,4.33,3.71
3201326,57,5874,2174,0,5886,0,30003,30003,0,2966,1570932,4.34,3.64
3201360,61,6101,1077,0,6093,0,30004,30004,0,2903,1658912,4.33,3.97
3201368,55,6102,1110,0,6072,0,30004,30004,0,2903,1685139,4.33,3.96
3201431,28,6090,1251,0,6099,0,30002,30002,0,2966,1577932,4.34,3.92
3201419,55,5632,1205,0,5675,0,30007,30007,0,2903,1545792,4.33,3.93
3201457,42,5654,1176,0,5692,0,30010,30010,0,2934,1553656,4.33,3.94
3201434,55,6052,1150,0,6047,0,30006,30006,0,2903,1536831,4.33,3.95
3201499,69,5841,2217,0,5871,0,30004,30004,0,2966,1566692,4.34,3.63
3201500,33,5927,1344,0,6047,0,30002,30002,0,2966,1583492,4.34,3.89
3201535,82,6374,1479,0,6510,0,30003,30003,0,2903,1530544,4.33,3.85
3201561,55,5613,949,0,5704,0,30006,30006,0,2903,1532792,4.33,4.01
3201624,64,6095,1298,0,6068,0,30003,30003,0,2966,1580512,4.34,3.91
3201631,46,5904,947,0,6348,0,30027,30027,0,2966,1736732,4.34,4.01
3201687,61,6075,1066,0,6087,0,30005,30005,0,2903,1629472,4.33,3.97
3201710,51,6893,919,0,6888,0,30004,30004,0,2934,1673673,4.33,4.02
3201678,31,6117,647,0,6118,0,30005,30005,0,2966,1673632,4.34,4.1
3201712,59,6649,1076,0,6811,0,30003,30003,0,2934,1586332,4.33,3.97
3201718,41,5660,934,0,5668,0,30014,30014,0,2966,1577128,4.34,4.02
3201748,46,5963,813,0,6506,0,30011,30011,0,2903,1561052,4.33,4.05
3201749,51,5604,1256,0,5668,0,30007,30007,0,2903,1552292,4.33,3.91
3201811,27,5742,566,0,6018,0,30002,30002,0,2966,1612892,4.34,4.13
3201841,62,5916,1722,0,5975,0,30004,30004,0,2966,1582092,4.34,3.78
3201865,42,5702,1018,0,5686,0,30004,30004,0,2966,1577120,4.34,3.99
3201879,57,5905,1440,0,6034,0,30003,30003,0,2934,1577892,4.33,3.86
3201899,53,5707,1030,0,5757,0,30004,30004,0,2903,1552380,4.33,3.98
3201909,49,6133,900,0,6131,0,30006,30006,0,2934,1562993,4.33,4.02
3201948,56,6108,2246,0,6067,0,30013,30013,0,2966,1587692,4.34,3.62
3201946,39,6268,1024,0,6407,0,30003,30003,0,2934,1650029,4.33,3.99
3201959,57,6111,1441,0,6073,0,30005,30005,0,2903,1540092,4.33,3.86
3202004,52,5841,988,0,6028,0,30004,30004,0,2966,1588537,4.34,4
3202022,100,5391,9386,0.402,5263,8611,21394,30005,3,2934,1542033,4.33,1
3202052,63,6107,2030,0,6103,0,30005,30005,0,2934,1556932,4.33,3.68
3202107,34,6123,713,0,6647,0,30006,30006,0,2934,1544141,4.33,4.08
3202149,62,6236,1265,0,6375,0,30003,30003,0,2934,1561132,4.33,3.91
3202150,62,5951,1122,0,6115,0,30005,30005,0,2903,1529352,4.33,3.95
3202153,41,5710,982,0,5716,0,30005,30005,0,2966,1566592,4.34,4
3202177,49,6022,919,0,6047,0,30004,30004,0,2903,1533132,4.33,4.02
3202209,48,6077,912,0,6084,0,30004,30004,0,2903,1542892,4.33,4.02
3202210,55,5643,1425,0,5674,0,30023,30023,0,2903,1560092,4.33,3.86
3202240,52,5737,964,0,5770,0,30004,30004,0,2934,1719332,4.33,4
3202273,51,5776,946,0,6077,0,30003,30003,0,2934,1545692,4.33,4.01
3202330,44,5673,961,0,5753,0,30004,30004,0,2934,1556328,4.33,4.01
3202334,28,5932,719,0,6114,0,30002,30002,0,2966,1603092,4.34,4.08
3202335,56,5873,1055,0,6075,0,30002,30002,0,2903,1643732,4.33,3.97
3202382,42,5677,1745,0,5663,0,30010,30010,0,2966,1567892,4.34,3.77
3202397,57,6073,1212,0,6082,0,30003,30003,0,2903,1532152,4.33,3.93
3202449,50,5074,973,0,5082,0,30005,30005,0,2903,1532233,4.33,4
3202466,28,6621,640,0,6662,0,30008,30008,0,2966,1569532,4.34,4.11
3202485,45,5695,1128,0,5703,0,30011,30011,0,2934,1543320,4.33,3.96
3202500,54,5936,1346,0,5924,0,30012,30012,0,2903,1545692,4.33,3.89
3202511,51,5831,883,0,6158,0,30003,30003,0,2934,1541492,4.33,4.03
3202523,54,5643,1172,0,5671,0,30017,30017,0,2903,1550992,4.33,3.94
3202539,52,5798,989,0,6054,0,30003,30003,0,2903,1610092,4.33,3.99
3202546,58,6644,4965,0,6055,0,30004,30004,0,2966,1577984,4.34,2.82
3202556,63,5887,1492,0,6003,0,30004,30004,0,2903,1551292,4.33,3.84
3202576,56,6116,1281,0,6091,0,30005,30005,0,2903,1538692,4.33,3.91
3202668,71,5889,1379,0,6036,0,30003,30003,0,2903,1548492,4.33,3.88
3202697,66,6246,1005,0,6286,0,30004,30004,0,2903,1560192,4.33,3.99
3202699,50,5784,1027,0,5986,0,30003,30003,0,2966,1604033,4.34,3.99
3202789,61,5795,1209,0,5942,0,30002,30002,0,2934,1582092,4.33,3.93
3202802,49,5576,877,0,5870,0,30004,30004,0,2934,1551292,4.33,4.03
3202832,50,6397,905,0,6404,0,30004,30004,0,2934,1722172,4.33,4.02
3202883,53,5887,988,0,6066,0,30003,30003,0,2903,1528892,4.33,3.99
3202915,80,5871,1509,0,5864,0,30004,30004,0,2934,1554667,4.33,3.84
3202954,27,6858,636,0,6860,0,30004,30004,0,2966,1615692,4.34,4.11
3203022,61,5865,932,0,6108,0,30008,30008,0,2934,1552138,4.33,4.01
3203051,50,5790,810,0,6027,0,30016,30016,0,2966,1693537,4.34,4.05
3203192,52,6378,923,0,6404,0,30004,30004,0,2934,1644192,4.33,4.02
3203225,35,6466,686,0,6498,0,30008,30008,0,2966,1661032,4.34,4.09
3203266,51,5514,922,0,5855,0,30002,30002,0,2934,1565292,4.33,4.02
3203328,50,6053,998,0,6112,0,30006,30006,0,2903,1539273,4.33,3.99
3203437,51,6115,996,0,6114,0,30004,30004,0,2934,1629692,4.33,3.99
3203494,51,6176,891,0,6457,0,30002,30002,0,2934,1586332,4.33,4.03
3203498,62,5880,1010,0,6110,0,30004,30004,0,2934,1559692,4.33,3.99
3203529,58,5894,998,0,6075,0,30002,30002,0,2903,1535932,4.33,3.99
3203549,92,6114,1381,0,6111,0,30002,30002,0,2934,1640338,4.33,3.88
3203553,28,6049,676,0,6384,0,30005,30005,0,2903,1580182,4.33,4.09
3203559,51,5639,931,0,5660,0,30005,30005,0,2934,1574233,4.33,4.01
3203595,58,6110,1782,0,6073,0,30004,30004,0,2903,1561092,4.33,3.76
3203596,51,6529,879,0,6869,0,30004,30004,0,2934,1611492,4.33,4.03
3203623,54,5900,917,0,5921,0,30005,30005,0,2934,1645092,4.33,4.02
3203636,67,6199,1252,0,6183,0,30010,30010,0,2934,1591892,4.33,3.92
3203649,53,6130,907,0,6394,0,30004,30004,0,2934,1566732,4.33,4.02
3203650,30,6386,1123,0,6386,0,30012,30012,0,2966,1607132,4.34,3.96
3203679,66,5992,1215,0,6084,0,30006,30006,0,2966,1581549,4.34,3.93
